;spell;feels_bad_man;feels_bad_man
300;{'name': ''Sanity's Eclipse'', 'description': ''Unleashes a psychic blast that deals to enemies based on the difference between your mana and the target's mana. Sanity's Eclipse can hit units trapped by Astral Imprisonment.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BASE DAMAGE: 150 / 225 / 300'}, {'name': 'RADIUS', 'value': '375 / 475 / 575'}, {'name': 'CAST RANGE', 'value': '700'}, {'name': 'MAX MANA PER CHARGE', 'value': '40 / 50 / 60'}, {'name': 'SANITY ECLIPSE CHARGE DURATION', 'value': '35'}, , ]};2;{'name': 'COOLDOWN', 'value': '160'};{'name': 'MANA COST', 'value': '200/325/450'}
301;{'name': 'Summon Wolves', 'description': 'Summons two wolves to fight for Lycan.  Level 3-4 wolves have Cripple, and level 4 wolves have permanent invisibility.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 55 / 55 / 55 / 55'}, {'name': 'BASE ATTACK TIME', 'value': '1.2 / 1.1 / 1 / 0.9'}, {'name': 'DAMAGE', 'value': '26 / 34 / 42 / 50'}, {'name': 'HP', 'value': '300 / 350 / 400 / 450'}, , ]};3;{'name': 'COOLDOWN', 'value': '30'};{'name': 'MANA COST', 'value': '145'}
302;{'name': 'Howl', 'description': 'Strikes fear into enemies, reducing armor and attack damage to all enemies within 2000 range of Lycan and his wolves.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 5 / 6 / 7 / 8'}, {'name': 'ATTACK DAMAGE REDUCTION', 'value': '25% / 30% / 35% / 40%'}, {'name': 'ARMOR REDUCTION', 'value': '5 / 6 / 7 / 8'}, , ]};3;{'name': 'COOLDOWN', 'value': '24/22/20/18'};{'name': 'MANA COST', 'value': '50'}
303;{'name': 'Feral Impulse', 'description': 'Increases the HP regeneration and damage of Lycan and all units under his control.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 1200'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
304;{'name': 'Shapeshift', 'description': 'Lycan assumes his lupine form, granting him and his units critical strikes and added vision at night. During Shapeshift, Lycan and all units under his control move at increased speed, cannot be slowed and have a %crit_chance%% chance to deal a critical strike doing 150% damage.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0SHAPESHIFT MOVE SPEED: 650'}, {'name': 'BONUS NIGHT VISION', 'value': '1000'}, {'name': 'TRANSFORM TIME', 'value': '1.5'}, {'name': 'CRITICAL DAMAGE', 'value': '150% / 175% / 200%'}, , ]};3;{'name': 'COOLDOWN', 'value': '110/95/80'};{'name': 'MANA COST', 'value': '100/100/100'}
305;{'name': 'Thunder Clap', 'description': 'Slams the ground, dealing damage and slowing the movement speed and attack rate of nearby enemy units.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 400 / 400 / 400 / 400'}, {'name': 'DAMAGE', 'value': '90 / 160 / 230 / 300'}, {'name': 'MOVEMENT SLOW', 'value': '25% / 35% / 45% / 55%'}, {'name': 'ATTACK SLOW', 'value': '25 / 35 / 45 / 55'}, , ]};3;{'name': 'COOLDOWN', 'value': '13'};{'name': 'MANA COST', 'value': '90/100/110/120'}
306;{'name': 'Cinder Brew', 'description': 'Drenches an area in alcohol, causing enemy units to be move slower and ignited once they take any spell damage. Duration is increased by 3 seconds when ignited.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 5'}, {'name': 'IGNITE TOTAL DAMAGE', 'value': '100 / 160 / 220 / 280'}, {'name': 'MOVEMENT SLOW', 'value': '24% / 28% / 32% / 36%'}, , ]};2;{'name': 'COOLDOWN', 'value': '20/17/14/11'};{'name': 'MANA COST', 'value': '80'}
307;{'name': 'Drunken Brawler', 'description': 'Goes into a drunken brawler state, granting you a chance to avoid attacks and to deal critical damage. Brewmaster moves with a varying amount of movement speed, alternating between 20% slower and 40% faster. Lasts 5 seconds.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DODGE CHANCE: 50% / 60% / 70% / 80%'}, {'name': 'CRITICAL CHANCE', 'value': '80%'}, {'name': 'DURATION', 'value': '5'}, , ]};3;{'name': 'COOLDOWN', 'value': '23/21/19/17'};{'name': 'MANA COST', 'value': '35/40/45/50'}
308;{'name': 'Primal Split', 'description': 'Splits Brewmaster into elements, forming 3 specialized warriors, adept at survival, each with their own abilities. If any of them survive until the end of their summoned timer, the Brewmaster is reborn.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 16 / 18 / 20'}, , ]};3;{'name': 'COOLDOWN', 'value': '140/130/120'};{'name': 'MANA COST', 'value': '125/150/175'}
309;{'name': 'Disruption', 'description': ''Banishes the targeted unit from the battlefield for a short duration.  Upon returning, two illusions of the banished unit are created under Shadow Demon's control.'',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0ILLUSION DURATION: 8 / 10 / 12 / 14'}, {'name': 'ILLUSION DAMAGE', 'value': '30% / 45% / 60% / 75%'}, {'name': 'ILLUSION DAMAGE TAKEN', 'value': '300%'}, , ]};4;{'name': 'COOLDOWN', 'value': '27/24/21/18'};{'name': 'MANA COST', 'value': '120/120/120/120'}
310;{'name': 'Soul Catcher', 'description': 'Captures the soul of enemy units in an area, causing them to lose a percentage of their current health. When the debuff is removed, the units gain half of the lost health back. Units under the effect of Disruption can still be affected by Soul Catcher.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CURRENT HEALTH LOST: 20% / 25% / 30% / 35%'}, {'name': 'RADIUS', 'value': '175 / 200 / 225 / 250'}, {'name': 'DURATION', 'value': '10'}, {'name': 'ILLUSION DAMAGE', 'value': '30% / 45% / 60% / 75%'}, {'name': 'ILLUSION DAMAGE TAKEN', 'value': '200%'}, , ]};2;{'name': 'COOLDOWN', 'value': '26/24/22/20'};{'name': 'MANA COST', 'value': '80/100/120/140'}
311;{'name': 'Shadow Poison', 'description': ''Deals damage in a line, and afflicts enemy units with a poison effect. The poison deals 1/2/4/8/16 times the stack damage based on the number of stacks on the target, up to 5 stacks. Additional stacks cause %bonus_stack_damage% damage each.  This deferred damage is dealt when Shadow Poison's duration is expired, or the Release sub-ability is used.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MAX STACKS TO MULTIPLY: 5'}, {'name': 'RADIUS', 'value': '200'}, , ]};2;{'name': 'COOLDOWN', 'value': '2.50'};{'name': 'MANA COST', 'value': '35/40/45/50'}
312;{'name': 'Demonic Purge', 'description': 'Purges the target enemy unit, removing positive buffs, and slowing the target for the duration.  The unit slowly regains its speed until the end of the duration, upon which damage is dealt.  Units under the effect of Disruption can still be affected by Demonic Purge.\r\n\r\nDISPEL TYPE: Basic Dispel',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0'}, , ]};4;{'name': 'COOLDOWN', 'value': '60'};{'name': 'MANA COST', 'value': '200/200/200'}
313;{'name': 'Summon Spirit Bear', 'description': 'Summons a powerful Spirit Bear companion that can equip items.  If the bear moves 1100 distance away from the Lone Druid, it cannot attack.  Lone Druid suffers 10% of his max health as backlash damage if the Spirit Bear dies. Spirit Bear does not benefit from attributes.\r\nSpirit Bear has the Return, Demolish and Entangling Roots abilities.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BEAR HP: 1100 / 1400 / 1700 / 2000'}, {'name': 'BEAR HP REGEN', 'value': '5 / 6 / 7 / 8'}, {'name': 'BEAR MOVESPEED', 'value': '340 / 360 / 380 / 400'}, , ]};3;{'name': 'COOLDOWN', 'value': '120'};{'name': 'MANA COST', 'value': '75/75/75/75'}
314;{'name': 'Spirit Link', 'description': 'Links Lone Druid and the Spirit Bear, increasing the attack speed of both and causing damage dealt by the Spirit Bear to heal Lone Druid.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0SHARED LIFESTEAL: 20% / 35% / 50% / 65%'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
315;{'name': 'Savage Roar', 'description': 'Lone Druid roars fiercely causing nearby enemies to flee towards their base in terror. Their movement speed is increased by 20%.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RANGE: 375'}, {'name': 'ENEMY MOVEMENT SPEED BONUS', 'value': '20%'}, {'name': 'DURATION', 'value': '1.2 / 1.6 / 2 / 2.4'}, , ]};3;{'name': 'COOLDOWN', 'value': '38/32/26/20'};{'name': 'MANA COST', 'value': '50'}
316;{'name': 'True Form', 'description': 'Lone Druid learns to morph himself into a raging bear, losing his ranged advantage, but gaining increased resistance, Entangling Roots and Demolish.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS ARMOR: 10 / 15 / 20'}, {'name': 'BASE ATTACK TIME', 'value': '1.7'}, {'name': 'DURATION', 'value': '40'}, {'name': 'TRANSFORM TIME', 'value': '1.933'}, , ]};3;{'name': 'COOLDOWN', 'value': '100'};{'name': 'MANA COST', 'value': '200'}
317;{'name': 'Chaos Bolt', 'description': 'Throws a mysterious bolt of energy at the target unit. It stuns for a random duration and deals random damage.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MINIMUM STUN: 1.25 / 1.5 / 1.75 / 2'}, {'name': 'MINIMUM DAMAGE', 'value': '90 / 110 / 130 / 150'}, {'name': 'MAXIMUM DAMAGE', 'value': '180 / 220 / 260 / 300'}, , ]};4;{'name': 'COOLDOWN', 'value': '13/12/11/10'};{'name': 'MANA COST', 'value': '110/120/130/140'}
318;{'name': 'Reality Rift', 'description': 'Teleports you, any images you have and the target unit to a point along the line between the two of you. Reduces armor of the enemy unit for 6 seconds.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CAST RANGE: 475 / 550 / 625 / 700'}, {'name': 'PULL DISTANCE', 'value': '250 / 300 / 350 / 400'}, {'name': 'ARMOR REDUCTION', 'value': '2 / 3 / 4 / 5'}, , ]};4;{'name': 'COOLDOWN', 'value': '15/12/9/6'};{'name': 'MANA COST', 'value': '50'}
319;{'name': 'Chaos Strike', 'description': ''Chaos Knight's attacks deal a critical strike of varying strength, in addition to a lifesteal for 25% of the damage.'',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CRITICAL MIN: 120%'}, {'name': 'CRITICAL MAX', 'value': '140% / 170% / 200% / 230%'}, {'name': 'CRITICAL LIFESTEAL', 'value': '25% / 40% / 55% / 70%'}, , ]};1;{'name': 'COOLDOWN', 'value': '4'};{'name': 'MANA COST', 'value': '0/0/0/0'}
320;{'name': 'Phantasm', 'description': 'Summons several phantasmal copies of the Chaos Knight from alternate dimensions. The phantasms deal 40% damage, but take 350% damage.\r\nDISPEL TYPE: Basic Dispel',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Heroes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0NUMBER OF PHANTASMS: 3'}, {'name': 'PHANTASM DURATION', 'value': '30'}, {'name': 'PHANTASM DAMAGE', 'value': '40% / 70% / 100%'}, {'name': 'PHANTASM DAMAGE TAKEN', 'value': '350%'}, {'name': 'ILLUSION MAGIC RESISTANCE', 'value': '25%'}, , ]};3;{'name': 'COOLDOWN', 'value': '145'};{'name': 'MANA COST', 'value': '125/200/275'}
321;{'name': 'Earthbind', 'description': 'Tosses a net at the target point, rooting down all enemy units in an area around it.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 2'}, {'name': 'RADIUS', 'value': '220'}, , ]};2;{'name': 'COOLDOWN', 'value': '20/16/12/8'};{'name': 'MANA COST', 'value': '100'}
322;{'name': 'Poof', 'description': 'Drawing mystical energies from the earth, a Meepo can teleport to another Meepo or itself after channeling for %abilitycastpoint% seconds, dealing damage in both the departure and arrival locations.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Heroes'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 375'}, , ]};10;{'name': 'COOLDOWN', 'value': '12/10/8/6'};{'name': 'MANA COST', 'value': '80'}
323;{'name': 'Ransack', 'description': 'Steals health from the enemy with each strike and heals all other Meepos for that amount.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Pure'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HEALTH STEAL (HEROES): 6 / 10 / 14 / 18'}, {'name': 'HEALTH STEAL (CREEPS)', 'value': '4 / 6 / 8 / 10'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
324;{'name': 'Divided We Stand', 'description': 'Meepo summons an imperfect, semi-autonomous duplicate of himself, which can gain gold and experience as he does and shares his experience, attributes and abilities. However, the clones cannot wield any items but the boots that Meepo himself wears.  If any of the clones die, they all die.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0NUMBER OF MEEPOES: 1 / 2 / 3'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
325;{'name': ''Nature's Grasp'', 'description': 'Creates vines towards the target location. Vines slow down and deal damage to enemies that walk through. Vines deal 50% more damage if they touch a tree. Does half damage to creeps.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MOVEMENT SLOW: 25% / 30% / 35% / 40%'}, , ]};2;{'name': 'COOLDOWN', 'value': '20/19/18/17'};{'name': 'MANA COST', 'value': '60/70/80/90'}
326;{'name': 'Leech Seed', 'description': 'Treant saps life from a random nearby enemy unit every second, prioritizing heroes. Drains health and slows enemies.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MOVEMENT SLOW: 26% / 34% / 42% / 50%'}, {'name': 'MOVEMENT SLOW DURATION', 'value': '0.5'}, {'name': 'RADIUS', 'value': '700'}, {'name': 'DURATION', 'value': '5'}, , ]};3;{'name': 'COOLDOWN', 'value': '22/19/16/13'};{'name': 'MANA COST', 'value': '110'}
327;{'name': 'Living Armor', 'description': 'Infuses the target hero or structure with a protective coating which heals the target and provides bonus armor.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS ARMOR: 4 / 6 / 8 / 10'}, {'name': 'DURATION', 'value': '12'}, , ]};10;{'name': 'COOLDOWN', 'value': '26/22/18/14'};{'name': 'MANA COST', 'value': '50'}
328;{'name': 'Overgrowth', 'description': 'Summons an overgrowth of vines and branches around Treant that prevent afflicted enemies from moving, blinking, going invisible, or attacking.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 3 / 4 / 5'}, , ]};3;{'name': 'COOLDOWN', 'value': '100'};{'name': 'MANA COST', 'value': '150/175/200'}
329;{'name': 'Fireblast', 'description': 'Blasts an enemy unit with a wave of fire, dealing damage and stunning the target.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0STUN DURATION: 1.5'}, , ]};4;{'name': 'COOLDOWN', 'value': '11/10/9/8'};{'name': 'MANA COST', 'value': '75/85/95/105'}
330;{'name': 'Ignite', 'description': 'Drenches the target and another random unit in volatile chemicals, causing it to burst into flames. The target is in immense pain, taking damage and moving more slowly.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 5 / 6 / 7 / 8'}, {'name': 'BURN DAMAGE', 'value': '26 / 34 / 42 / 50'}, {'name': 'SLOW', 'value': '20% / 22% / 24% / 26%'}, , ]};4;{'name': 'COOLDOWN', 'value': '15'};{'name': 'MANA COST', 'value': '90'}
331;{'name': 'Bloodlust', 'description': 'Incites a frenzy in a friendly unit, increasing its movement speed and attack speed. Gives bonus attacks speed if cast on Ogre himself. Can be cast on towers.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BONUS MOVE SPEED: 8% / 10% / 12% / 14%'}, {'name': 'DURATION', 'value': '30'}, , ]};7;{'name': 'COOLDOWN', 'value': '20/18/16/14'};{'name': 'MANA COST', 'value': '65'}
332;{'name': 'Multicast', 'description': 'Enables Ogre Magi to cast his abilities and items multiple times with each use.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 02X CAST CHANCE: 75% / 75% / 75%'}, {'name': '3X CAST CHANCE', 'value': '0% / 30% / 30%'}, {'name': '4X CAST CHANCE', 'value': '0% / 0% / 15%'}, , ]};1;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
333;{'name': 'Decay', 'description': ''Undying steals strength from all enemy heroes in an area, dealing base damage as he claims the enemy's strength for himself.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0BASE DAMAGE: 20 / 50 / 80 / 110'}, {'name': 'STRENGTH STEAL', 'value': '4'}, {'name': 'RADIUS', 'value': '325'}, , ]};2;{'name': 'COOLDOWN', 'value': '10/8/6/4'};{'name': 'MANA COST', 'value': '70/85/100/115'}
334;{'name': 'Soul Rip', 'description': 'Undying rips health away from all nearby units and uses it to heal an ally, or damage an enemy. Soul Rip can also be used to heal Tombstone.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE/HEAL PER UNIT: 22 / 29 / 36 / 43'}, {'name': 'MAX UNITS', 'value': '8 / 9 / 10 / 11'}, {'name': 'RIP RADIUS', 'value': '1300'}, {'name': 'TOMBSTONE HEAL', 'value': '4 / 8 / 12 / 16'}, , ]};4;{'name': 'COOLDOWN', 'value': '24/18/12/6'};{'name': 'MANA COST', 'value': '100/110/120/130'}
335;{'name': 'Tombstone', 'description': 'Summons a tombstone at the target point.  Zombies will frequently spawn next to every enemy unit in the area around the Tombstone, and attack them.  Zombies have the Deathlust ability, which causes their attacks to slow the target, and if the target reaches below a certain amount of health, increases the attack and movement speed of the zombie.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0TOMBSTONE DURATION: 30'}, {'name': 'ZOMBIE SPAWN RADIUS', 'value': '1200'}, {'name': 'DEATHLUST FLAT HEALTH THRESHOLD', 'value': '100 / 200 / 300 / 400'}, {'name': 'DEATHLUST PCT HEALTH THRESHOLD', 'value': '20% / 25% / 30% / 35%'}, {'name': 'ZOMBIE SPAWN INTERVAL', 'value': '4 / 3.5 / 3 / 2.5'}, , ]};2;{'name': 'COOLDOWN', 'value': '85/80/75/70'};{'name': 'MANA COST', 'value': '120/130/140/150'}
